id	extent	pages	description	type	rights	identifier	format	date	coverage	publisher	language	contributor	title	creator
28142151X	345 p	345	1900265910␟dea␟ps␟NB068-2002␟nt				Language material	1967		Verviers : (Gérard)	fre	Krellstein, Paul	Einstein - Sa vie, sa pensée, ses théories	Kuznecov, Boris Grigorevič
144639610	94 S	94					Language material	1967		London : British Broadcasting Corporation	eng		Einstein - the man and his achievement	Einstein, Albert (1879-1955)
369212487	1 Online-Ressource	1				978-1-4831-5287-5	Language material	1980			eng	Einstein, Albert (1879-1955)	Einstein - the first hundred years	
15791609X	48 p	48					Language material	1979		Washington, D.C : Smithsonian Institution Press	eng	National Museum of American History,	Einstein - a centenary exhibition	
43815326X	110 pages	110	"La couv. porte en plus : ""Basé sur des documents rares d'importance historique""␟Bibliogr. p. 110. Index␟Einstein, the life of a genius␟Carlton Books"	Biographies		978-2-89523-901-7 (rel)␟2-89523-901-0 (rel)	Language material	2016			fre	Einstein, Albert (1879-1955) [dédicataire]	Einstein - la vie d'un génie	Isaacson, Walter (1952-...) [auteur]
28142117X	240 S	240					Language material	1922		Berlin : Fontane u. Co	ger	Einstein, Albert	Einstein - Einblicke in seine Gedankenwelt : gemeinverständliche Betrachtungen über die Relativitätstheorie und ein neues Weltsystem	Moszkowski, Alexander
289162882	64 p	64					Language material	1964		Paris : Gauthier-Villars	fre	Einstein, Albert	Einstein - extraits de la théorie de la relativité restreinte..., exposé élémentaire	Montias, Henri
289337828	635 S	635	Personenregister␟Sachregister	Biografie		3-492-22303-6	Language material	1996		München Zürich : R. Piper	ger		Einstein - der Weltweise und sein Jahrhundert : eine Biographie	Hermann, Armin
335835171	121 S	121	Cop. (Zitate): The Hebrew University, Jerusalem␟Enthält zahlr. Zitate von Albert Einstein␟1900156545␟wne				Language material	1984		Corte Madera, Calif : Pomegranate Artbooks	eng	Einstein, Albert (1879-1955)␟Winokur, Mark	Einstein - a portrait	
281421145	240 S	240	Mit handschriftlichen Anmerkungen von Karl Ballmer␟1900495596␟dea␟ps␟NB058-2000␟nt				Language material	1921		Hamburg : Hoffmann & Campe Berlin : F. Fontane	ger	Einstein, Albert (1879-1955)	Einstein - Einblicke in seine Gedankenwelt. Gemeinverständliche Betrachtungen über die Relativitätstheorie und ein neues Weltsystem	Moszkowski, Alexander
143445189	248 S	248					Language material	1966		Paris : Hachette	fre		Einstein -	
175086990	206 S	206				3-451-04762-4	Language material	1999		Freiburg im Breisgau : Herder	ger	Fischer, Klaus	Einstein -	
139229078	298 p	298	andere Ausgabe: Einstein			2-08-081338-2	Language material	1995		[Paris] : Flammarion	fre	Merleau-Ponty, Jacques␟Einstein, Albert (1879-1955)	Einstein -	
145230996	718 S	718					Language material	1971		New York : World Publishing	eng		Einstein - the life and times	Clark, Ronald William
289162777	79 S., [1] Portr. Taf	79		Ausgabe␟Belletristische Darstellung		0-14-048210-5	Language material	1986		Ringwood, Vic. [etc.] : Penguin Books [Melbourne] Yackandandah Press	eng		Einstein -	Elisha, Ron
14356143X	377 S	377					Language material	1965		Moscow : Progress Publ	eng	Talmy, V.␟Kuznecov, Boris G. (1903-1984)␟Einstein, Albert (1879-1955)	Einstein -	
128841036	XXXII, 439 p	439				0-691-08299-5	Language material	1982		Princeton, New Jersey : Princeton University Press	eng	Einstein, Albert (1879-1955)␟Einstein Centennial Symposium on Gauge Theories and Unification of Physical Forces, ((1979)	Albert Einstein - historical and cultural perspectives	
136594735	189 S	189	Umschlagtitel: Einstein␟Personalbibliogr. A. Einstein und Literaturverz	CD-ROM␟Biographie␟Einführung		3-499-50162-7	Language material	1989		Reinbek bei Hamburg : Rowohlt	ger		Albert Einstein -	Wickert, Johannes
132046113	123 S	123				3-322-00310-8	Language material	1986		Leipzig : BSB Teubner Verlagsgesellschaft	ger	Herneck, Friedrich	Albert Einstein -	
138570566	XV, 272 p	272				0-670-11181-3	Language material	1974		New York : Viking Press	eng	Dukas, Helen␟Hoffmann, Banesh␟Einstein, Albert (1879-1955)	Albert Einstein - creator and rebel	
129127663	XV, 272 p	272				0-586-08195-X	Language material	1975		St.Albans : Paladin	eng	Dukas, Helen	Albert Einstein -	Hoffmann, Banesh
128749040	58 S	58					Language material	1979		Innsbruck	ger	Chmelka, F.	Albert Einstein - zu seinem 100.Geburtstag am 14.März 1979	
128546875	128 p	128					Language material	1980		Paris	fre		Albert Einstein -	
129843695	236 S	236				3-442-08436-9	Language material	1986		München : Goldmann	ger	Meiser, Hans Christian␟Einstein, Albert (1879-1955)	Albert Einstein - ausgewählte Texte	
127606742	124 S	124					Language material	1977		Leipzig : Teubner	ger		Albert Einstein -	Herneck, Friedrich
140547568	187 S	187	"siehe auch: Einstein digital␟siehe auch: Albert Einstein␟Umschlagtitel: Einstein␟""Sonderdruck für den Systhema Verlag"""			3-499-50162-7	Language material	1995		[München] : Systhema Verlag	ger	Wickert, Johannes␟Einstein, Albert (1879-1955)	Albert Einstein - mit Selbstzeugnissen und Bilddokumenten	
131275038	300 p	300	Titre original: Albert Einstein, creator and rebel. Cop. 1972			2-02-005347-0	Language material	1975		Paris : Editions du Seuil	fre	Hoffmann, Banesh␟Dukas, Helen	Albert Einstein - créateur et rebelle	
131419781	173 S	173				3-473-51857-3	Language material	1990		Ravensburg : Otto Maier	ger	Stiller, Niklas	Albert Einstein -	
145354091	171 S	171	Albert Einstein, his work and its influence on our world				Language material	1956		Berlin : Akademie	ger	Infeld, Leopold (1898-1968)	Albert Einstein - sein Werk und sein Einfluss auf unsere Welt	
15970717X	116 p	116					Language material	1974		Leipzig : Teubner	ger	Herneck, Friedrich	Albert Einstein -	
160100658	116 S	116					Language material	1975		Leipzig : Teubner	ger		Albert Einstein -	Herneck, Friedrich
164510990	65 S	65				3-257-20729-8	Language material	2005		Zürich : Diogenes	ger		Albert Einstein - ein Vortrag	Dürrenmatt, Friedrich (1921-1990)
163248486	48 S	48				3-86567-416-X	Language material	2005		Lichtenau : aol-verlag	ger	Berkenfeld, Jutta	Albert Einstein - lesen, verstehen, Methoden trainieren	
161629172	259 p	259	Publié par : The Albert Einstein Archives, The Jewish National and University Library, The Hebrew University of Jerusalem. Editions Neue Zürcher Zeitung Zürich.␟Albert Through the looking-Glass ; ed. originale, 1998			3-03823-182-7	Language material	2005		Bern : Musée Historique...[et al.]	fre	Rosenkranz, Ze'ev␟Wolff, Barbara	Albert Einstein - derrière l'image	
161700845	   v.		Ländercode 2 ; DVD-Typ 5.			3-8312-9140-3	Projected medium	2005		München/Grünwald : Komplett-Media	ger		Albert Einstein - E = mc2	
162271115	191 S	191	Literatur- und URL-Verz. S. 186 - 188	Biographie		3-423-31074-X	Language material	2005		München : Deutscher Taschenbuch Verlag	ger	Bührke, Thomas	Albert Einstein -	
156352001	189 S	189				3-499-50162-7	Language material	2000		Reinbeck bei Hamburg : Rowohlt Taschenbuch Verlag	ger	Wickert, Johannes␟Einstein, Albert (1879-1955)	Albert Einstein - mit Selbstzeugnissen und Bilddokumenten	
143077821	XXXII, 439 S	439	siehe auch: Albert Einstein␟Unabridged republication of the book first publ. by Princeton University Press in 1982	Aufsatzsammlung		0-486-29879-5 (pbk.)	Language material	1997		Mineola, New York : Dover Publications	eng	Einstein, Albert (1879-1955)␟Einstein Centennial Symposium on Gauge Theories and Unification of Physical Forces, ((1979)	Albert Einstein - historical and cultural perspectives : the Centennial Symposium in Jerusalem	
147462711	272 S	272	New York : Viking Press, 1972			0-246-10606-9	Language material	1973		London : Hart-Davis MacGibbon	eng	Dukas, Helen	Albert Einstein - creator and rebel	Hoffmann, Banesh
143543369	261 S	261					Language material	1963		Berlin : der Morgen	ger	Herneck, Friedrich␟Einstein, Albert (1879-1955)	Albert Einstein - ein Leben für Wahrheit Menschlichkeit und Frieden	
130847577	XVII, 781 S	781	andere Ausgabe: Albert Einstein				Language material	1970		La Salle, Illinois : Open Court [etc.]	eng	Schilpp, Paul Arthur	Albert Einstein - philosopher scientist	
145147762	57 S	57					Language material	1968		Messina : Arti grafiche la Sicilia	ita	Pino, Nino	Albert Einstein - a dieci anni dalla scomparsa	
142172782	1 Band (30 Postkarten)	1		Bildband		0-7649-0041-2	Language material	1997		San Francisco : Pomegranate Artbooks	eng		Albert Einstein - a book of postcards	
173298826	305 S	305					Language material	1978		Frankfurt am Main : Fischer Taschenbuch-Verlag	ger	Hoffmann, Banesh␟Dukas, Helen	Albert Einstein - Schöpfer und Rebell	
172514614	59 S	59					Language material	1973		Guildford : Lutterworth Press	eng		Albert Einstein -	Hamilton, Peter N.
167596926	507 S	507	Einstein, the life and times			3-7766-0959-1	Language material	1974		München : Herbig	ger	Clark, Ronald William	Albert Einstein - Biographie	
145182525	436 S	436					Language material	1960		Zürich : Europa Verlag	ger		Albert Einstein - Leben und Werk eines Genies unserer Zeit	Seelig, Carl (1894-1962)
145185680	272 S	272				0-670-11181-3	Language material	1972		New York : Viking Press	eng	Hoffmann, Banesh	Albert Einstein - creator and rebel	
145250210	59 S	59					Language material	1973		Valley Forge - Penn : Judson	eng	Hamilton, Peter N.	Albert Einstein -	
14526467X	225 S	225					Language material	1932		Berlin : Selbstverlag	ger	Reichinstein, David	Albert Einstein - sein Lebensbild und seine Weltanschauung	
145267946	255 S	255					Language material	1934		Prague : Stella	eng	Reichinstein, David␟Einstein, Albert (1879-1955)	Albert Einstein - a picture of his life and his conception of the world	
145374408	266 S	266	Albert Einstein, Maker of universes				Language material	1948		Amsterdam : Strengholt	dut	Garbedian, Haig Gordon	Albert Einstein - der Roman van de mens en zijn werk	
144521024	256 S	256					Language material	1955		Den Haag : Uitgave Succes	dut	Seelig, Carl (1894-1962)	Albert Einstein - een documentaire Biografie	
14454587X	303 S	303					Language material	1957		[o.O.]	ger	Seelig, Carl (1894-1962)	Albert Einstein - eine dokumentarische Biographie	
139894055	XV, 507 S., Taf	507	Uebersetzung von: Einstein, the life and times. London [etc.], 1973␟Literaturverz	Biographie		3-453-09069-1	Language material	1995		München : Heyne	ger	Raeithel-Thaler, Monika	Albert Einstein - ein Leben zwischen Tragik und Genialität	Clark, Ronald William
160505526	160 S	160				3-499-50666-1	Language material	2005		Reinbek : Rowohlt Vlg	ger		Albert Einstein -	Wickert, Johannes
195957016	1 DVD-Video (100 Min.)	1				978-3-8312-9542-5	Projected medium	2010		München : Komplett-Media	ger		Albert Einstein - ein Portrait	Fischer, Ernst Peter (1947-)
192816721	220 S	220					Language material	1931		London : Butterworth	eng	Kayser, R.	Albert Einstein - a biographical portrait	
190856564	S. 14-33	14					Language material	1978		[S.l.] : [s.n.]	ger		Albert Einstein - Umsturz im Weltbild der Physik	Hermann, Armin
280562314	959 S., 34 Taf	959	andere Ausgabe: Albert Einstein␟Literaturverz. S. 925-941	Biografie		3-518-40489-X	Language material	1993		Frankfurt am Main : Suhrkamp	ger		Albert Einstein - eine Biographie	Fölsing, Albrecht
280564317	162 S	162	Literaturverz	Biographie␟Biografie		3-922238-87-4	Language material	1991		Neubiberg b. München : Elektra	ger		Albert Einstein - Mythos und Realität	Karamanolis, Stratis
280564864	195 S	195	Albert Einstein			3-423-01014-2	Language material	1975		München : Deutscher Taschenbuch Verlag	ger	Bernstein, Jeremy (1929-)	Albert Einstein -	
289337178	235 S	235	Bibliogr. S. 232-234␟Albert through the looking-glass	Biografie		3-03823-185-1	Language material	2005			ger	Albert Einstein Archives,	Albert Einstein - privat und ganz persönlich	Rosenkranz, Ze'ev (1961-)
289338190	XVI, 781 S	781	Numerierung aufrund der 1. Aufl.	Études diverses			Language material	1951		New York : Tudor	eng	Schilpp, Paul Arthur	Albert Einstein - philosopher - scientist	
289338638	32 p	32					Language material	1998		Ludwigshafen : AdA	ger	Einstein, Albert	"Albert Einstein - 1879 - 1955 : ""... anbei etwas handschriftliches von mir ..."""	Küpper, Hans-Josef
289338808	2 Bde	2					Language material	1959		New York : Harper	eng	Schilpp, Paul Arthur	Albert Einstein - philosopher-scientist	
289338824	1 Band	1		Festschrift			Language material	1949		Ulm : Ebner	ger	Einstein, Albert (1879-1955)␟Pfizer, Theodor	Albert Einstein - geboren 14. März 1879 in Ulm : Feierstunde zum 70. Geburtstag im Schuhhaussaal [sic!] zu Ulm-Donau	
336923112	Online-Ressource					978-0-691-08299-8␟978-0-691-61233-1␟978-1-306-99113-1␟978-1-4008-5543-8 (ebook)	Language material	1982		Princeton, New Jersey : Princeton University Press	eng	Einstein, Albert (1879-1955)␟Jerusalem Einstein Centennial Symposium, ((1979/03))␟Einstein Centennial Symposium on Gauge Theories and Unification of Physical Forces, ((1979)	Albert Einstein - historical and cultural perspectives	
323855784	179 S	179	Žizń Al'berta Ejnštejna				Language material	1957		Leipzig : Urania	ger		Albert Einstein - Leben und Werk	Lwow, Wladimir Jewgenjewitsch
317303503	1 Compact Disc (78 Min.) +	1	Bearbeitete Fassung␟Sprecher: Volker Risch ... et al	Hörspiel␟Kindersachbuch␟Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Naturwissenschaft, Technik		978-3-942175-35-7	Nonmusical sound recording	2013		Köln : Headroom	ger	Risch, Volker	Albert Einstein - Triumph des Denkens	Hempel, Berit
335836062	VIII, 181 p	181	(Publ. simultaneously in Canada by Ambassador books, Toronto)␟1900417784␟dea␟ps␟NB014-2002␟nt				Language material	1960		[New York] : Farrar, Straus & Cudahy [Philadelphia] : Jewish publication society	eng	Jeruchim, Simon	Albert Einstein - Citizen of the world	Wise, William
335836070	X, 328 S., [11] S. Taf	328	1900533745␟dea␟ps␟NB088-2000␟nt				Language material	1939		New York : Funk & Wagnalls	eng	Garbedian, Haig Gordon	Albert Einstein - maker of universes	
341406171	24 S	24	"Exlibris Etikette ""Bernard M. Rosenthal"""				Language material	1937		London : E. P. Goldschmidt & Co. Ltd	eng	Weil, E.␟Einstein, Albert (1879-1955)	Albert Einstein - a bibliography of his scientific papers, 1901 - 1930	
37490992X	160 Seiten	160				3-499-50666-1	Language material	2010			ger		Albert Einstein -	Wickert, Johannes (1944-) [Verfasser]
374603405	269 Seiten	269		Biografie			Language material	1967			ger		Albert Einstein - ein Leben für Wahrheit, Menschlichkeit und Frieden	Herneck, Friedrich (1909-1993) [Verfasser]
280564422	158 S	158	Literaturverz			3-593-34935-3	Language material	1993		Frankfurt [etc.] : Campus Verlag	ger	Grunwald, Armin	Albert Einstein -	Charpa, Ulrich
28056564X	124 S	124	1900246987␟dea␟ps␟NB002-2002␟nt	Biografie			Language material	1974			ger		Albert Einstein -	Herneck, Friedrich
280565755	304 S	304	Verzeichnis sämtlicher wissenschaftlicher Arbeiten ; [S.] 263-294␟[Enthält] S. 263-294: Verzeichnis sämtlicher wissenschaftlicher Arbeiten	Aufsatzsammlung␟Biografie			Language material	1954		Zürich Stuttgart Wien : Europa Verlag	ger	Seelig, Carl (1894-1962)	Albert Einstein - Eine dokumentarische Biographie	Seelig, Carl (1894-1962)
280566085	64 S	64		Biografie		1-85015-253-5	Language material	1992		Watford : Exley Publications	eng		Albert Einstein - the eccentric physicist whose Theory of Relativity revolutionized our ideas about the universe	Macdonald, Fiona
280566425	408 S	408	"Register␟Literaturverz␟1. The priority myth -- 2. Space-time, or is it ""time-space""? -- 3. ""Theory of relativity"" or"" pseudorelativism""? -- 4. Hero worship -- 5. E=mc² -- 6. Einstein's modus operandi -- 7. History -- 8. Mileva Einstein-Marity -- 9. Politics and anecdotes"	Biographie		0-9719629-8-7	Language material	2002		Downers Grove, Ill : XTX Inc	eng		Albert Einstein - the incorrigible plagiarist	Bjerknes, Christopher Jon
280566751	171 p	171	Bibliogr			978-88-452-6426-9	Language material	2010		Milano : Bompiani	ita		Albert Einstein - un atlante filosofico	Laudisa, Federico (1965-)
479891524	1 Online-Ressource	1	"Albert Einstein, der größte Physiker seit Newton, wurde 1879 in Ulm geboren. Im Jahre 1929 schrieb er der ""Ulmer Abendpost"" auf eine Anfrage: ""Die Stadt der Geburt hängt dem Leben als etwas ebenso Einzigartiges an wie die Herkunft von der leiblichen Mutter. Auch der Geburtsstadt verdanken wir einen Teil unseres Wesens. So gedenke ich Ulms in Dankbarkeit, da es edle künstlerische Tradition mit schlichter und gesunder Wesensart verbindet."" Das Jubiläum des 125. Geburtstags wurde in Ulm mit zahlreichen wissenschaftlichen und festlichen Veranstaltungen gefeiert. Dieses faszinierende Buch enthält die öffentlichen Vorträge, die im Einstein-Jahr 2004 im Stadthaus Ulm von der Universität Ulm im Rahmen des studium generale und der ""Einstein-Vorlesungen"" durchgeführt wurden. Physiker, Wissenschaftshistoriker und Einstein-Forscher schildern auf allgemeinverständliche Weise Leben und Werk des Genies Albert Einstein. Der Nobelpreisträger von 1921 ist nicht nur der Schöpfer der Speziellen und Allgemeinen Relativitätstheorie, sondern hat auch mit seinen bahnbrechenden Arbeiten über das Licht, die Atome und Quanten unser modernes Weltbild revolutioniert"	Online-Ressource␟Aufsatzsammlung␟Kongress		3-540-21060-1␟978-3-540-21060-3␟978-3-540-30595-8 (eBook)␟10.1007/3-540-30595-5	Language material	2005		Berlin : Springer	ger	Steiner, Frank	Albert Einstein - Genie, Visionär und Legende	
289338379	31 S	31	Aus dem Leben Albert Einstein's␟Wolfgang Schreier␟Das wissenschaftliche Erbe Albert Einstein's␟Armin Uhlmann␟Albert Einstein's Verhältnis zur Philosophie␟Karlheinz Kannegiesser	Festschrift			Language material	1979			ger	Einstein, Albert (1879-1955)	Albert Einstein - Festveranstaltung der Karl-Marx-Universität aus Anlass des 100. Geburtstages von Albert Einstein, 22. Februar 1979	
495788651	878 Seiten	878	Notes bibliogr. Bibliogr. p. [849]-859. Index			978-2-7056-9105-9␟2-7056-9105-7	Language material	2016			fre	Gérini, Christian [Verfasser eines Geleitworts]	Albert Einstein - une biographie à travers le temps	Ginoux, Jean-Marc (1969- ..) [Verfasser]
280563426	96 S	96	"""Niveau zwei A2""␟Wer war Albert Einstein? Seine Relativitatstheorie revolutionierte die Physik. Er machte Weltpolitik und kämpfte für den Frieden. Er war Liebling der Medien und berühmt wie ein Popstar. Einsteins Biographie: einfach, aber spannend erzählt. Von der Kindheit in Deutschland bis zur Emigration in die USA. Dank Verständnisfragen und Übungen zu Grammatik, Wortschatz und Hören auch für Deutschlerner mit Anfängerkenntnissen geeignet. Thematische Dossiers zur Stadt Ulm und dem Land Baden-Württemberg sowie zu Genies und Frauen in der Wissenschaft vertiefen landeskundliche und historische Aspekte. Mit vollständigem Text auf Audio-CD␟Lecture facile (allemand)␟""La biographie du grand savant Albert Einstein : l'enfance heureuse, l'abandon de l'Allemagne, la vie en Suisse comme employé, les difficultés à faire valoir la grandeur de la théorie de la relativité. Une vie active, non seulement marquée par l'étude, mais aussi par l'engagement pacifiste et la participation à la vie publique. Le style narratif est simple mais très prenant, ce qui rend la lecture idéale pour les débutants."" (blackcat-cideb.com)␟Primarschule (1.-2. Kl.)␟Adolescents (12-15 ans)␟Adolescents (15-18 ans)"	Kindersachbuch␟CD␟Biografie		978-88-530-0485-7␟978-88-530-0486-4	Language material	2006	Deutsch	Genua : Cideb editrice	ger		Albert Einstein -	Werner, Sabine
280564201	174 S	174	Titel des engl. Originals␟Albert Einstein	Biografie			Language material	1953		Wien : Schönbrunn-Verlag	ger	Broda, Engelbert␟Infeld, Leopold (1898-1968)	Albert Einstein - Sein Werk und sein Einfluss auf unsere Welt	Infeld, Leopold (1898-1968)
280566867	   v.		Enth.: Einstein's autobiography, essays by Arnold Sommerfeld, Louis de Broglie [et al.], bibliography of the writings of Albert Einstein␟Bibliogr. p. 694-758␟Archives des sciences. - Genève. - Vol. 3(1950), fasc. 5, p. 390-391 (Hugo Saini)	Études diverses			Language material	1949			eng	Schilpp, Paul Arthur	Albert Einstein - philosopher-scientist	
280570643	XI, 392 S	392	"Die deutsche Ausgabe umfasst nicht die Teile 3 (Einstein's letters) und 4 (Einstein's writings) der englischen Ausgabe; sie wurde stattdessen um den Teil ""Albert Einstein: die ersten hundert Jahre"" erweitert␟Einstein, a centenary volume"	Aufsatzsammlung		3-528-08497-9	Language material	1985			ger	French, Anthony P. (1920-)	Albert Einstein - Wirkung und Nachwirkung	
280564538	201 S	201	Photogr.␟Albert Einstein				Language material	1951		Hamburg : Europäische Verlagsanstalt	ger	Jacobi, Lotte␟Kleineibst, Richard␟Peare, Catherine Owens	Albert Einstein -	Peare, Catherine Owens
280565089	173 S	173	Bibliogr␟(P. 79-144): Antologia / Albert Einstein			88-09-00604-6	Language material	1987		S. Domenico di Fiesole : Edizioni Cultura della Pace	ita	Fieschi, Roberto	Albert Einstein -	
280567081	64 S	64	Albert Einstein : the eccentric physicist whose Theory of Relativity revolutionized our ideas about the universe	Biografie␟Biographie		3-7903-0465-4	Language material	1992		Recklinghausen : G. Bitter	ger	Kösling, Babette␟Macdonald, Fiona	Albert Einstein - [die Relativitätstheorie]	Macdonald, Fiona
367047195	302 S	302	1900252138␟dea␟ps␟NB004-2008␟nt				Language material	1969			ger		Albert Einstein - sein Lebenswerk und die Zukunft der Physik	Jordan, Pascual
368695190	159 S	159	Mit Literaturhinweisen␟1900892207␟dea␟ps␟NB108-2003␟nt	Biographie		3-7915-5013-6	Language material	1981			ger		Albert Einstein -	Stiller, Niklas
311415180	959 S., [32] S. Taf	959	Personenregister␟Schriften von und über Einstein: S. 925-941	Biografie		3-518-38990-4	Language material	1995		Frankfurt a.M : Suhrkamp	ger		Albert Einstein - eine Biographie	Fölsing, Albrecht
312530889	959 S	959	Literaturverz. S. 925-941	Biographie		3-518-40489-X	Language material	1994		Frankfurt a.M : Suhrkamp	ger		Albert Einstein - eine Biographie	Fölsing, Albrecht
317838245	XV, 231 S	231	1901031722␟dea␟ps␟NB062-2006␟nt	Aufsatzsammlung␟Biographie		3-528-08424-3	Language material	1979			ger	Sexl, Roman Ulrich␟Aichelburg, Peter C.␟Bergmann, Peter Gabriel (1915-2002)	Albert Einstein - sein Einfluss auf Physik, Philosophie und Politik	
339629606	222 p	222	Faux-titre: Einstein␟Publications d'A. Einstein: p. 204-211␟Albert Einstein␟labcur RAB 9318␟3	biographie␟Biografie␟Bildband		2-7011-1308-3	Language material	1990		[Paris] : Belin	fre	Bardos, Jean-Pierre␟Sugimoto, Kenji	Albert Einstein - biographie illustrée : 500 photos et documents commentés	Sugimoto, Kenji
353889857	93 S	93	1900425679␟dea␟ps␟NB040-2002␟nt				Language material	1964		Olten : Hauenstein-Verl	ger	Keller-Kiefer, Marthe	Albert Einstein - das moderne Weltbild und das Gewissen	Wartenweiler, Fritz (1889-1985)
289335418	160 S	160	"""BilderLeseBuch / Elefanten Press"""			3-88520-295-6	Language material	1989		Berlin (West) : Elefanten Press Verlag	ger	Neumann, Thomas␟Einstein, Albert (1879-1955)	Albert Einstein -	
289336767	180 S	180	Cop.: University of Bern␟Literaturverz␟Albert Einstein	Biografie 1902-1909		3-7272-1177-6	Language material	2005	Bern (Switzerland)␟Bern	Bern : Staempfli	eng	Brodbeck, Andreas (1944-2009)␟Graff, Karl Wolfgang␟Grasshoff, Gerd␟Grasshoff, Gerd␟Hentschel, Ann M.	"Albert Einstein - ""those happy Bernese years"""	Hentschel, Ann M.
289337933	542 S., [32] S. Taf	542	Register␟Literaturverz␟Einstein in Berlin␟erschienen 2003 bei Bantam Books, New York	Biografie 1914-1932		3-570-12289-1	Language material	2005		München : C. Bertelsmann	ger	Badal, Yvonne␟Levenson, Thomas	Albert Einstein - die Berliner Jahre 1914-1932	Levenson, Thomas
28933697X	240 p	240	Original [German] title␟Albert Einstein	Aufsatzsammlung			Language material	1956		London : Staples	eng	Savill, Mervyn␟Seelig, Carl (1894-1962)	Albert Einstein - A documentary biography	Seelig, Carl (1894-1962)
12865838X	43 S	43					Language material	1981		Berlin : Zentralinstitut für Geschichte der Akademie der Wissenschaften der DDR	ger	Schlicker, Wolfgang	Albert Einstein - Physiker und Humanist	
362597162	94 S	94	Bibliography: S. 93␟1900272199␟dea␟ps␟NB052-2002␟nt				Language material	1965			ger		Albert Einstein -	Leithäuser, Joachim Gustav
289335876	189 S	189	Bibliogr. S. 146-185			3-499-50162-7	Language material	2003		Reinbek b. Hamburg : Rowohlt	ger		Albert Einstein - mit Selbstzeugnissen und Bilddokumenten	Wickert, Johannes
497500841	48 pagine	48	Indice␟Livello 4	Kindersachbuch␟Biografie		978-88-540-3533-1	Language material	2017			ita	Guaraldo, Alfredo	Albert Einstein -	Romero, Libby [Verfasser]
416962521	XV, 539 p	539	"""L'édition originale de cet ouvrage a été publiée en anglais sous le titre: ""Subtle is the Lord ..."" the science and life of Albert Einstein"". Oxford, cop. 1982␟""Publié avec le concours du Centre National des Lettres""␟""Subtle is the lord...""␟Trad. de␟Subtle is the Lord... : the science and the life of Albert Einstein"			2-7296-0458-8	Language material	1993		Paris : InterEditions	fre	Jeanmougin, Christian␟Pais, Abraham (1918-2000)	Albert Einstein - la vie et l'œuvre : <<subtil est le Seigneur...>>	Pais, Abraham (1918-2000)
358572606	XV, 507 S	507	Titel der engl. Originalausg.: Einstein, the life and times␟Bibliogr.: S. 484-498␟Einstein, the life and times␟1901160119␟dea␟ps␟NB036-2006␟nt	Biografie		3-7628-0157-6	Language material	1974		[Esslingen] : Bechtle	ger	Raeithel-Thaler, Monika	Albert Einstein - Leben und Werk : eine Biographie	Clark, Ronald William
483322261	1 Band	1		Bibliographie			Language material	1979		Vaduz : Interlibrum	eng	Alicke, Walter	Albert Einstein - an almost complete collection of his publications and two original manuscripts	
483722219	307 S	307				3-7276-7018-5	Language material	1976			ger	Dukas, Helen	Albert Einstein - Schöpfer und Rebell	Hoffmann, Banesh
327413042	180 S	180	"Cop.: Universität Bern␟Literaturverz␟Engl. Übers.: Albert Einstein : ""Those happy Bernese years"""	Biografie 1902-1909␟Biographie		3-7272-1176-8	Language material	2005	Bern␟Schweiz␟Bern	Bern : Stämpfli	ger	Grasshoff, Gerd␟Graff, Karl Wolfgang␟Schaffer, Katharina␟Brodbeck, Andreas (1944-2009)	"Albert Einstein - ""jene glücklichen Berner Jahre"""	Hentschel, Ann M.
280562640	216 S	216	Mit 486 Fotos, Dokumenten, Zeichnungen und Grafiken sowie einer Zeittafel im Anhang␟Verz. der Werke von und über Albert Einstein S. 201-209	Bildband		3-89164-056-0	Language material	1987		Gräfelfing vor München : Moos & Partner	ger	Einstein, Albert (1879-1955)	Albert Einstein - die kommentierte Bilddokumentation : mit 486 Fotos, Dokumenten, Zeichnungen und Grafiken sowie einer Zeittafel im Anhang	Sugimoto, Kenji
332260941	128 S	128	Register␟Literaturverz	Ouvrages généraux␟Biografie␟Biographie		978-3-406-67592-8␟9783406675928	Language material	2015		München : C.H. Beck	ger		Albert Einstein -	Goenner, Hubert
355960532	324 S	324	Originalausg. erschien 1988 unter dem Titel: Was war wirklich? Albert Einstein - Leben und Werk␟Literaturverz	Biographie␟Einführung␟Biografie		3-8334-3833-9	Language material	2005		Norderstedt : BOD	ger	Einstein, Albert (1879-1955)	Albert Einstein - Leben und Werk	Ziegelmann, Horst
298545403	224 S	224	Register␟Literaturverz	Biografie␟Biographie		0-7377-0892-1	Language material	2002		San Diego, Calif : Greenhaven Press	eng	Swisher, Claire	Albert Einstein -	
375026797	201 S., [8] S. Taf	201					Language material	1949		Hamburg : Europäische Verlagsanstalt	und	Kleineibst, Richard	Albert Einstein -	Pearle, Catherine Owens
280565534	94 S	94	Bibliographie S. 93				Language material	1965		Berlin : Colloquium	ger		Albert Einstein -	Leithäuser, Joachim G.
375088407	38 S	38					Language material	1939		Esch : Luxemburger Genossenschaftsdruckerei Esch	ger	Einstein, Albert (1879-1955)	Albert Einstein - Versuch einer Würdigung aus Anlass seines 60. Geburtstages am 14. März 1939	Victor, Walther (1895-1971)
